id,law_ref,old_position,new_position,signed_shift,absolute_shift,nearest_same_article_gap_in_shuffled_order
FLEXID-0891,"Code civil, art. 337",891,291,-600,600,331
FLEXID-0892,"Code civil, art. 342-2",892,27,-865,865,331
FLEXID-0893,"Code civil, art. 342-2",893,358,-535,535,331
FLEXID-0894,"Code civil, art. 342-2",894,689,-205,205,331
FLEXID-0895,"Code civil, art. 342-4",895,992,97,97,377
FLEXID-0896,"Code civil, art. 342-4",896,615,-281,281,331
FLEXID-0897,"Code civil, art. 342-4",897,284,-613,613,331
FLEXID-0898,"Code civil, art. 342-8",898,968,70,70,372
FLEXID-0899,"Code civil, art. 342-8",899,596,-303,303,331
FLEXID-0900,"Code civil, art. 342-8",900,265,-635,635,331
FLEXID-0901,"Code civil, art. 342-9",901,137,-764,764,331
FLEXID-0902,"Code civil, art. 342-9",902,468,-434,434,331
FLEXID-0903,"Code civil, art. 342-9",903,799,-104,104,331
FLEXID-0904,"Code civil, art. 343",904,910,6,6,331
FLEXID-0905,"Code civil, art. 343",905,579,-326,326,331
FLEXID-0906,"Code civil, art. 343",906,248,-658,658,331
FLEXID-0907,"Code civil, art. 343-1",907,35,-872,872,331
FLEXID-0908,"Code civil, art. 343-1",908,366,-542,542,331
FLEXID-0909,"Code civil, art. 343-1",909,697,-212,212,331
FLEXID-0910,"Code civil, art. 345-1",910,142,-768,768,331
FLEXID-0911,"Code civil, art. 345-1",911,473,-438,438,331
FLEXID-0912,"Code civil, art. 345-1",912,804,-108,108,331
FLEXID-0913,"Code civil, art. 345-2",913,103,-810,810,331
FLEXID-0914,"Code civil, art. 345-2",914,434,-480,480,331
FLEXID-0915,"Code civil, art. 345-2",915,765,-150,150,331
FLEXID-0916,"Code civil, art. 347",916,969,53,53,590
FLEXID-0917,"Code civil, art. 347",917,379,-538,538,331
FLEXID-0918,"Code civil, art. 347",918,48,-870,870,331
FLEXID-0919,"Code civil, art. 348",919,164,-755,755,331
FLEXID-0920,"Code civil, art. 348",920,495,-425,425,331
FLEXID-0921,"Code civil, art. 348",921,826,-95,95,331
FLEXID-0922,"Code civil, art. 348-1",922,51,-871,871,331
FLEXID-0923,"Code civil, art. 348-1",923,382,-541,541,331
FLEXID-0924,"Code civil, art. 348-1",924,811,-113,113,429
FLEXID-0925,"Code civil, art. 348-2",925,79,-846,846,331
FLEXID-0926,"Code civil, art. 348-2",926,410,-516,516,331
FLEXID-0927,"Code civil, art. 348-2",927,741,-186,186,331
FLEXID-0928,"Code civil, art. 348-3",928,84,-844,844,331
FLEXID-0929,"Code civil, art. 348-3",929,415,-514,514,331
FLEXID-0930,"Code civil, art. 348-3",930,746,-184,184,331
FLEXID-0931,"Code civil, art. 348-5",931,971,40,40,385
FLEXID-0932,"Code civil, art. 348-5",932,586,-346,346,331
FLEXID-0933,"Code civil, art. 348-5",933,255,-678,678,331
FLEXID-0934,"Code civil, art. 348-6",934,207,-727,727,331
FLEXID-0935,"Code civil, art. 348-6",935,538,-397,397,331
FLEXID-0936,"Code civil, art. 348-6",936,869,-67,67,331
FLEXID-0937,"Code civil, art. 348-7",937,272,-665,665,331
FLEXID-0938,"Code civil, art. 348-7",938,603,-335,335,331
FLEXID-0939,"Code civil, art. 348-7",939,934,-5,5,331
FLEXID-0940,"Code civil, art. 349",940,944,4,4,331
FLEXID-0941,"Code civil, art. 349",941,613,-328,328,331
FLEXID-0942,"Code civil, art. 349",942,282,-660,660,331
FLEXID-0943,"Code civil, art. 350",943,68,-875,875,331
FLEXID-0944,"Code civil, art. 350",944,399,-545,545,331
FLEXID-0945,"Code civil, art. 350",945,757,-188,188,358
FLEXID-0946,"Code civil, art. 351",946,974,28,28,530
FLEXID-0947,"Code civil, art. 351",947,444,-503,503,331
FLEXID-0948,"Code civil, art. 351",948,113,-835,835,331
FLEXID-0949,"Code civil, art. 352",949,192,-757,757,331
FLEXID-0950,"Code civil, art. 352",950,523,-427,427,331
FLEXID-0951,"Code civil, art. 352",951,854,-97,97,331
FLEXID-0952,"Code civil, art. 352-1",952,145,-807,807,331
FLEXID-0953,"Code civil, art. 352-1",953,476,-477,477,331
FLEXID-0954,"Code civil, art. 352-1",954,807,-147,147,331
FLEXID-0955,"Code civil, art. 352-2",955,81,-874,874,331
FLEXID-0956,"Code civil, art. 352-2",956,412,-544,544,331
FLEXID-0957,"Code civil, art. 352-2",957,743,-214,214,331
FLEXID-0958,"Code civil, art. 353",958,141,-817,817,331
FLEXID-0959,"Code civil, art. 353",959,472,-487,487,331
FLEXID-0960,"Code civil, art. 353",960,803,-157,157,331
FLEXID-0961,"Code civil, art. 354",961,979,18,18,436
FLEXID-0962,"Code civil, art. 354",962,543,-419,419,331
FLEXID-0963,"Code civil, art. 354",963,212,-751,751,331
FLEXID-0964,"Code civil, art. 355",964,89,-875,875,331
FLEXID-0965,"Code civil, art. 355",965,420,-545,545,331
FLEXID-0966,"Code civil, art. 355",966,751,-215,215,331
FLEXID-0967,"Code civil, art. 359",967,21,-946,946,331
FLEXID-0968,"Code civil, art. 359",968,352,-616,616,331
FLEXID-0969,"Code civil, art. 359",969,683,-286,286,331
FLEXID-0970,"Code civil, art. 362",970,106,-864,864,331
FLEXID-0971,"Code civil, art. 362",971,437,-534,534,331
FLEXID-0972,"Code civil, art. 362",972,768,-204,204,331
FLEXID-0973,"Code civil, art. 363",973,39,-934,934,331
FLEXID-0974,"Code civil, art. 363",974,370,-604,604,331
FLEXID-0975,"Code civil, art. 363",975,701,-274,274,331
FLEXID-0976,"Code civil, art. 364",976,194,-782,782,331
FLEXID-0977,"Code civil, art. 364",977,525,-452,452,331
FLEXID-0978,"Code civil, art. 364",978,856,-122,122,331
FLEXID-0979,"Code civil, art. 366",979,294,-685,685,331
FLEXID-0980,"Code civil, art. 366",980,625,-355,355,331
FLEXID-0981,"Code civil, art. 366",981,956,-25,25,331
FLEXID-0982,"Code civil, art. 367",982,69,-913,913,331
FLEXID-0983,"Code civil, art. 367",983,400,-583,583,331
FLEXID-0984,"Code civil, art. 367",984,731,-253,253,331
FLEXID-0985,"Code civil, art. 368",985,274,-711,711,331
FLEXID-0986,"Code civil, art. 368",986,605,-381,381,331
FLEXID-0987,"Code civil, art. 368",987,936,-51,51,331
FLEXID-0988,"Code civil, art. 369-1",988,269,-719,719,331
FLEXID-0989,"Code civil, art. 369-1",989,600,-389,389,331
FLEXID-0990,"Code civil, art. 369-1",990,931,-59,59,331
FLEXID-0991,"Code civil, art. 370-1",991,223,-768,768,331
FLEXID-0992,"Code civil, art. 370-1",992,554,-438,438,331
FLEXID-0993,"Code civil, art. 370-1",993,885,-108,108,331
FLEXID-0994,"Code civil, art. 370-1-1",994,101,-893,893,331
FLEXID-0995,"Code civil, art. 370-1-1",995,432,-563,563,331
FLEXID-0996,"Code civil, art. 370-1-1",996,763,-233,233,331
FLEXID-0997,"Code civil, art. 370-1-2",997,94,-903,903,331
FLEXID-0998,"Code civil, art. 370-1-2",998,425,-573,573,331
FLEXID-0999,"Code civil, art. 370-1-2",999,756,-243,243,331
FLEXID-1000,"Code civil, art. 370-1-4",1000,187,-813,813,331
FLEXID-1001,"Code civil, art. 370-1-4",1001,518,-483,483,331
FLEXID-1002,"Code civil, art. 370-1-4",1002,849,-153,153,331
